"X","Tenure","Gender","EducationLevel","LoanStatus","NetPromoterScore","TransactionFrequency","Surname","Age","Geography","ComplaintsCount","HasCrCard","EstimatedSalary","IsActiveMember","AvgTransactionAmount","CustomerSegment","MaritalStatus","DigitalEngagementScore","ID","CreditScore","SavingsAccountFlag","Balance","NumOfProducts","Exited"
NA,3,"Male",NA,NA,10,NA,"Yefimov",48,"Germany",0,1,24533.89,1,129.074844360719,"Mass Market","Married",74,2414,NA,1,122831.58,NA,NA
NA,2,"Female",NA,"No loan",2,NA,"Lu",NA,"France",0,NA,NA,NA,106.668616179964,NA,"Single",86,2535,585,1,0,2,NA
NA,NA,NA,NA,"No loan",NA,16,"Clayton",NA,"Spain",NA,1,92067.35,1,130.31875230393,"Mass Market","Married",68,45,NA,1,NA,2,NA
NA,NA,NA,NA,"No loan",NA,28,NA,30,"Spain",0,NA,NA,1,180.953573449704,"Mass Market","Married",38,1294,NA,1,NA,NA,NA
NA,NA,"Female",NA,"No loan",8,NA,NA,NA,"Spain",0,1,49732.9,1,NA,"Mass Market","Married",69,1650,682,1,NA,1,NA
NA,NA,"Male","University","No loan",10,30,"Huang",31,NA,0,1,25950.49,0,68.8986190574824,"Mass Market",NA,NA,2740,499,1,0,1,NA
NA,10,"Male","University","No loan",8,30,"Berry",NA,"Spain",0,NA,90977.48,1,253.272624383497,"Mass Market","Married",63,1019,445,NA,0,NA,NA
NA,NA,"Female","Postgraduate","Default risk",0,NA,"Smith",36,NA,2,1,NA,1,137.915022864805,"High Net Worth","Divorced",NA,687,630,NA,110414.48,1,NA
NA,4,"Male","Postgraduate","Active loan",7,27,NA,NA,"France",NA,0,196111.35,NA,154.133167154722,"High Net Worth",NA,52,1486,NA,0,87637.26,2,NA
NA,9,"Male",NA,NA,NA,31,"Zikoranachidimma",37,"France",1,1,247.36,1,136.285913231884,"High Net Worth","Divorced",50,1000,649,NA,87374.88,2,NA
NA,7,"Male","High School","Active loan",5,23,NA,27,"France",0,1,149402.59,1,NA,"Affluent","Single",74,2828,667,NA,156811.74,1,NA
NA,9,"Female","University","No loan",8,25,NA,33,"France",0,1,NA,NA,130.191762800903,"Mass Market","Married",43,2053,620,1,127638.35,1,NA
NA,6,"Male","University","No loan",9,32,NA,31,"France",NA,NA,125912.77,NA,65.9196877396515,NA,"Married",NA,1926,NA,NA,71269.89,2,NA
NA,NA,"Female",NA,"No loan",9,34,NA,53,"France",0,1,NA,0,85.1691365652153,"Mass Market","Married",65,1395,531,1,127642.44,NA,NA
NA,4,NA,"University","No loan",10,NA,NA,NA,"France",0,NA,69865.49,0,35.0838974798751,NA,NA,58,284,NA,1,129605.99,1,NA
NA,10,"Male",NA,"Default risk",0,NA,"Simmons",34,"France",NA,1,25662.27,0,84.2768997882999,NA,"Widowed",38,1454,616,0,0,2,NA
NA,NA,"Male","High School","No loan",9,NA,"Onwumelu",NA,"France",NA,1,84174.81,1,115.346382581846,"Mass Market","Married",63,193,661,NA,NA,2,NA
NA,NA,"Male","University",NA,NA,36,"Hussain",28,"France",0,1,NA,NA,NA,"Mass Market","Married",47,1965,668,NA,107141.27,1,NA
NA,1,"Male",NA,NA,NA,NA,"Glasgow",34,"France",0,0,163667.56,1,133.401727371909,"Affluent",NA,NA,1030,675,0,NA,2,NA
NA,NA,NA,"High School","Active loan",4,NA,"Tien",39,"France",NA,NA,109805.17,NA,110.136429128828,NA,NA,42,833,764,0,NA,NA,NA
NA,NA,"Male","University","No loan",8,39,"Nkemakolam",30,"France",0,1,77783.35,1,56.1015455199772,"Mass Market","Married",NA,155,673,1,64097.75,1,NA
NA,NA,NA,"High School","Active loan",NA,29,"Nixon",41,"Germany",0,NA,138051.19,1,107.175093369385,"Affluent","Single",NA,2358,716,1,NA,2,NA
NA,NA,"Male","High School","No loan",2,32,"Ross",34,"France",0,1,NA,NA,NA,"Affluent","Single",64,1482,791,NA,0,2,NA
NA,NA,"Female","University","No loan",8,NA,NA,NA,"Spain",NA,1,NA,0,67.9268567012132,NA,"Married",87,433,NA,NA,0,2,NA
NA,6,"Male",NA,"No loan",8,28,NA,NA,"Spain",0,1,NA,1,96.2628636817528,"Mass Market","Married",63,1012,499,1,0,NA,NA
NA,8,"Male",NA,"Active loan",3,NA,NA,35,"Spain",1,1,NA,NA,NA,"High Net Worth","Divorced",74,1198,675,0,0,2,NA
NA,NA,"Male",NA,"Default risk",1,29,"Campa",44,"France",2,NA,185667.72,0,NA,"High Net Worth",NA,79,415,632,0,107764.75,1,NA
NA,NA,"Female","University","No loan",NA,NA,"Napolitano",NA,NA,0,NA,184856.89,1,339.798984407278,"Mass Market","Married",50,1386,643,1,137811.75,1,NA
NA,2,NA,"University",NA,8,NA,"Davison",NA,"Germany",0,1,4121.04,0,108.650740489282,"Mass Market","Married",72,2300,NA,1,116574.84,1,NA
NA,9,"Female","Postgraduate",NA,1,NA,"Mitchell",49,"Spain",NA,0,173779.25,0,NA,"High Net Worth","Divorced",NA,114,538,0,141434.04,NA,NA
NA,5,"Female",NA,"No loan",NA,25,NA,NA,"France",0,0,109029.72,0,NA,NA,"Married",58,2269,NA,1,147813.05,NA,NA
NA,7,"Male","University","No loan",NA,36,NA,44,"Spain",NA,NA,NA,0,NA,NA,"Married",62,2011,457,1,0,2,NA
NA,8,"Female",NA,"No loan",5,37,"Ozerova",44,"France",0,0,131609.48,0,183.496335121241,"Affluent","Single",61,777,669,1,NA,1,NA
NA,NA,"Male","University","No loan",9,NA,"Pinto",26,NA,NA,1,36308.93,NA,172.772268315455,NA,"Married",48,1197,656,1,139584.57,1,NA
NA,3,"Female",NA,"No loan",9,26,NA,24,"France",0,1,11638.17,1,42.0882908173217,"Mass Market","Married",NA,1313,645,NA,NA,NA,NA
NA,5,NA,"University","No loan",10,NA,"L?",40,"Germany",0,NA,148623.43,NA,53.2588689856792,NA,"Married",NA,1697,596,1,62389.03,3,NA
NA,2,"Female",NA,NA,9,24,"Garner",NA,"Germany",0,1,158408.23,0,56.0551303757098,"Affluent","Single",58,1635,687,1,154007.21,1,NA
NA,4,NA,"University","No loan",NA,31,"Velazquez",NA,"France",0,1,46775.28,1,NA,NA,NA,64,14,614,1,40685.92,1,NA
NA,NA,"Male","University","No loan",NA,NA,"Sugden",NA,"France",NA,NA,15607.27,NA,87.4156334273795,"Mass Market","Married",NA,2741,559,NA,NA,1,NA
NA,NA,"Male","University","No loan",10,25,NA,33,NA,NA,NA,NA,1,112.476510127585,NA,"Married",NA,247,464,NA,164284.72,2,NA
NA,1,NA,"Postgraduate",NA,1,NA,NA,NA,NA,1,1,67803.83,NA,NA,"High Net Worth","Divorced",NA,828,NA,0,141136.79,1,NA
NA,NA,NA,NA,"No loan",10,34,"Greco",42,"Germany",0,NA,182436.81,NA,NA,NA,NA,48,1671,809,NA,64497.94,3,NA
NA,3,"Female","Other","Default risk",0,NA,"Gonzalez",29,NA,3,1,62487.97,NA,93.0133358306854,"High Net Worth","Widowed",51,1706,602,NA,88814.4,NA,NA
NA,7,"Female",NA,NA,2,26,"Longo",37,NA,0,1,139607.61,0,51.7129098014876,NA,NA,72,2438,588,NA,NA,2,NA
NA,10,"Male",NA,"No loan",NA,34,"Herrera",40,NA,0,1,127847.25,0,126.309874210382,NA,"Married",NA,303,NA,NA,0,1,NA
NA,NA,"Female",NA,"No loan",9,29,"Oliver",32,NA,0,1,NA,NA,69.9881043279547,"Mass Market",NA,NA,2821,651,1,NA,1,NA
NA,3,"Female","University","No loan",10,34,"Kuo",31,"France",NA,0,20973.8,0,66.993080170462,"Mass Market","Married",NA,2809,639,1,98360.03,1,NA
NA,8,"Male","High School","Active loan",NA,29,NA,26,"Spain",0,1,138775.69,1,156.939660012811,"Affluent","Single",NA,2845,644,0,96659.64,2,NA
NA,6,"Female",NA,NA,8,29,"Chu",42,"Germany",0,1,NA,0,NA,"Mass Market","Married",NA,2142,788,1,NA,2,NA
NA,8,"Male","University",NA,8,NA,NA,38,"Spain",NA,NA,79618.79,0,46.323945298147,"Mass Market",NA,58,449,569,1,NA,2,NA
NA,0,"Female","Postgraduate",NA,NA,24,NA,36,"France",2,NA,136675.22,NA,105.647609867635,NA,"Divorced",57,2310,488,0,NA,2,NA
NA,2,"Female",NA,"Active loan",3,30,NA,51,"Germany",1,NA,26912.72,1,86.0763494019089,"High Net Worth",NA,26,1152,NA,NA,NA,4,NA
NA,9,"Male",NA,NA,0,NA,NA,NA,NA,3,1,NA,0,NA,NA,"Widowed",48,1510,529,0,147493.89,1,NA
NA,2,"Male",NA,"Active loan",3,33,NA,39,NA,NA,NA,NA,0,148.735129790323,"High Net Worth","Divorced",81,1141,625,0,NA,2,NA
NA,9,"Female","University","No loan",9,NA,"Clark",46,"France",NA,1,113436.08,0,NA,"Mass Market",NA,80,2498,NA,1,0,NA,NA
NA,3,"Female","High School",NA,7,30,NA,29,NA,NA,NA,166194.53,0,146.534785380174,"Affluent",NA,89,1183,712,0,87375.78,2,NA
NA,NA,"Male","Postgraduate","Active loan",1,19,"Toscano",40,"France",1,NA,93717.55,0,NA,NA,"Divorced",76,2772,616,NA,NA,2,NA
NA,NA,"Male",NA,"No loan",NA,NA,"Chukwuebuka",NA,"Spain",0,1,1591.19,1,NA,"Mass Market","Married",62,2759,596,1,0,2,NA
NA,5,"Female","High School","Active loan",6,30,NA,41,NA,0,1,NA,NA,50.0062634825699,"Affluent",NA,58,735,774,0,126670.37,1,NA
NA,NA,NA,NA,"Active loan",5,23,"Nebechi",37,NA,NA,0,71433.88,0,NA,NA,"Single",36,1764,660,1,133200.09,1,NA
NA,3,"Male","Postgraduate",NA,1,26,"Chukwuma",25,"Germany",NA,1,176743.51,0,47.5355721401843,NA,NA,NA,1339,NA,0,136202.78,1,NA
NA,0,"Female",NA,NA,9,24,"Genovese",37,NA,NA,1,48990.5,NA,NA,NA,"Single",44,863,734,1,152760.24,1,NA
NA,NA,NA,NA,NA,0,35,"Buccho",62,"Spain",4,NA,NA,1,55.6955141369809,"High Net Worth","Widowed",NA,487,NA,0,0,NA,NA
NA,0,"Male","Other","Default risk",0,31,NA,40,"Germany",3,NA,83508.93,1,114.836118068138,NA,"Widowed",34,1693,594,NA,152092.44,2,NA
NA,6,"Female","High School","No loan",9,16,"Rose",NA,"Germany",NA,0,NA,0,60.2264444421448,"Mass Market",NA,NA,71,NA,1,37266.67,2,NA
NA,NA,"Female",NA,"No loan",NA,32,"Johnstone",55,NA,0,1,NA,1,91.0145709541264,"Mass Market",NA,28,1540,496,1,NA,1,NA
NA,6,"Male",NA,NA,7,32,"Becher",33,"France",0,1,NA,0,91.4906193806528,"Affluent","Single",70,2335,NA,0,NA,NA,NA
NA,1,NA,"University","No loan",8,24,"Chiawuotu",35,"Germany",0,1,66245.44,NA,57.3195767592219,"Mass Market","Married",45,1362,NA,1,123042,1,NA
NA,2,NA,"High School","No loan",9,26,"Mai",NA,"France",0,0,35982.42,NA,118.345920426285,"Affluent","Single",35,2455,605,NA,NA,1,NA
NA,9,"Female",NA,NA,10,24,NA,41,NA,NA,1,145477.36,NA,100.180145484372,"Mass Market","Married",NA,1822,637,1,NA,2,NA
NA,9,"Male","Postgraduate","Default risk",0,28,"Calabrese",37,"Germany",2,1,NA,1,NA,"High Net Worth","Divorced",62,1738,655,0,121342.24,NA,NA
NA,NA,"Female",NA,"Active loan",1,NA,"Yen",38,"France",1,1,NA,NA,NA,NA,"Divorced",41,6,846,0,0,NA,NA
NA,NA,"Male",NA,"No loan",10,NA,"Pirozzi",NA,NA,0,1,NA,0,44.9603105084814,NA,"Married",NA,2287,757,NA,0,2,NA
NA,2,"Female","University",NA,10,NA,"Reynolds",33,"Spain",0,1,4700.66,1,67.2680112174325,"Mass Market","Married",NA,2416,NA,NA,0,NA,NA
NA,3,"Male","High School","No loan",2,27,"Lombardi",38,NA,0,0,162304.59,1,NA,"Affluent","Single",59,574,518,NA,90957.81,1,NA
NA,2,NA,NA,"Active loan",NA,31,NA,49,"Spain",1,1,111190.53,0,273.431354509111,"High Net Worth",NA,NA,1792,599,0,NA,2,NA
NA,5,"Male",NA,NA,8,30,"Soubeiran",23,"Germany",0,1,NA,0,211.552718370101,"Mass Market","Married",69,815,627,NA,NA,1,NA
NA,1,"Male","University",NA,9,33,"Yeh",37,"France",NA,0,101693.73,NA,58.4238547346553,NA,"Married",53,1562,NA,1,100443.36,2,NA
NA,9,"Male","University","No loan",NA,31,"Lucciano",NA,"France",0,NA,NA,0,NA,"Mass Market",NA,67,1892,661,NA,NA,1,NA
NA,6,"Female",NA,"No loan",8,33,NA,35,"France",NA,NA,122584.29,1,NA,"Mass Market",NA,87,2856,647,NA,112668.7,1,NA
NA,6,"Male","University",NA,NA,30,"McLean",33,"France",0,0,173680.39,0,NA,"Mass Market","Married",NA,2274,561,1,0,2,NA
NA,NA,"Female","University","No loan",8,42,NA,NA,"France",NA,NA,187632.22,1,NA,NA,"Married",NA,958,640,1,107499.7,1,NA
NA,1,"Male","High School",NA,5,37,"Aliyeva",NA,NA,0,1,NA,NA,49.7212325601202,"Affluent","Single",59,1108,783,NA,NA,NA,NA
NA,3,"Male","University",NA,8,36,"Harvey",70,"Spain",NA,1,141180.66,NA,180.968352939479,"Mass Market","Married",42,1474,731,NA,NA,NA,NA
NA,NA,"Male","University","No loan",NA,NA,"Burns",56,"France",0,1,55287.84,1,NA,NA,"Married",NA,2292,585,1,138227.19,2,NA
NA,5,"Female","University",NA,8,30,"Yin",39,"Germany",NA,1,NA,1,94.8107344208353,"Mass Market","Married",29,2719,756,1,NA,2,NA
NA,4,"Female","University","No loan",NA,29,"Chukwunonso",39,"Spain",0,NA,182081.45,1,89.1321167306005,"Mass Market","Married",72,705,NA,NA,0,2,NA
NA,2,NA,NA,"No loan",9,16,NA,36,"France",0,1,94274.72,0,70.9170383469802,"Mass Market","Married",56,1411,717,NA,99472.76,2,NA
NA,3,NA,"Postgraduate","Active loan",7,25,"Wan",38,"France",1,NA,48924.73,1,NA,"High Net Worth","Divorced",54,380,628,0,NA,2,NA
NA,4,"Female",NA,NA,NA,NA,"Allen",30,"France",NA,1,89216.29,0,49.7650365123988,"Affluent",NA,60,2891,550,1,NA,NA,NA
NA,2,NA,"Postgraduate","Active loan",NA,33,NA,62,"France",1,1,25438.87,1,93.4348537938778,"High Net Worth","Divorced",43,1357,NA,0,0,2,NA
NA,6,"Male","Postgraduate","Active loan",3,NA,"Bennett",NA,NA,1,1,NA,1,57.0512154920779,"High Net Worth","Divorced",56,270,NA,0,116229.85,2,NA
NA,8,"Male","Postgraduate","Active loan",7,24,"Howarth",NA,"France",NA,1,NA,1,NA,"High Net Worth","Divorced",NA,2054,725,0,NA,2,NA
NA,NA,"Male","University","No loan",10,39,NA,NA,"France",NA,0,61811.1,1,104.833079407398,NA,"Married",67,2120,785,1,0,NA,NA
NA,1,"Female","Postgraduate","Active loan",3,NA,"De Luca",42,"France",1,NA,NA,0,218.840944181615,"High Net Worth",NA,57,2210,697,NA,0,1,NA
NA,NA,NA,NA,"No loan",NA,30,NA,NA,"Germany",0,0,NA,1,121.662570875038,"Mass Market","Married",33,1969,670,1,147171.2,1,NA
NA,6,NA,"University","No loan",NA,29,NA,45,"Germany",0,NA,NA,NA,135.292647740246,"Mass Market",NA,71,1648,732,1,98792.4,NA,NA
NA,1,"Male","University","No loan",NA,23,NA,NA,NA,0,NA,110560.14,1,155.019216505932,"Mass Market",NA,43,2317,607,1,135936.1,2,NA
NA,8,"Female",NA,NA,NA,31,"Nucci",NA,"Germany",0,1,147222.95,0,133.613775428838,NA,NA,40,1045,489,NA,NA,1,NA
NA,10,"Female",NA,"No loan",NA,28,"Yeh",37,"France",0,NA,157862.82,0,96.1900503005486,NA,"Married",68,278,724,1,68598.56,NA,NA
NA,7,"Male",NA,NA,8,NA,"Layh",31,"Spain",0,NA,NA,1,45.3544113882811,"Mass Market",NA,NA,866,616,NA,76665.71,2,NA
NA,9,NA,"University",NA,10,27,"Mahon",41,"France",0,1,NA,0,71.9666802507165,"Mass Market","Married",36,886,849,1,NA,1,NA
NA,NA,NA,NA,"No loan",8,19,"Burbidge",NA,"Germany",0,1,NA,NA,NA,"Mass Market",NA,75,2990,498,NA,152039.7,NA,NA
NA,5,"Female","University","No loan",10,30,"McDonald",38,NA,NA,NA,NA,1,51.3315293255269,"Mass Market",NA,61,688,593,NA,85626.6,1,NA
NA,8,"Female","High School","Active loan",5,38,NA,NA,"Germany",0,1,39087.42,1,NA,"Affluent","Single",NA,254,NA,1,153895.65,NA,NA
NA,NA,NA,"University",NA,NA,NA,"Moss",30,"France",0,0,NA,0,202.16654843955,NA,NA,38,178,495,1,NA,1,NA
NA,NA,NA,NA,"Active loan",3,26,NA,19,NA,1,NA,176903.35,NA,51.6139990777219,"High Net Worth","Divorced",NA,1518,NA,0,0,NA,NA
NA,2,NA,"High School",NA,4,33,"Tobenna",NA,"France",0,1,146388.85,0,125.087541605173,NA,"Single",NA,971,529,0,0,1,NA
NA,NA,NA,NA,"No loan",8,32,NA,36,NA,NA,0,147007.33,1,NA,"Mass Market","Married",NA,1431,NA,1,0,NA,NA
NA,NA,"Male",NA,"No loan",10,NA,NA,45,"Germany",0,NA,NA,0,104.937817869806,"Mass Market",NA,73,2136,669,1,NA,NA,NA
NA,5,"Male","University","No loan",10,32,"Findlay",61,"France",NA,0,8643.21,NA,146.54460043163,"Mass Market","Married",41,749,606,NA,NA,2,NA
NA,NA,"Male","Postgraduate","Default risk",1,25,"Kao",NA,NA,NA,1,NA,1,172.080021240579,"High Net Worth",NA,67,1625,NA,0,NA,2,NA
NA,9,"Female","High School",NA,NA,24,"Trevisan",38,NA,NA,NA,57850.1,0,NA,"Affluent","Single",NA,2098,552,1,NA,1,NA
NA,NA,"Female",NA,NA,NA,32,"Kennedy",NA,"Germany",0,NA,104722.47,1,96.219883776257,"Affluent",NA,NA,793,NA,NA,NA,3,NA
NA,9,"Male",NA,"No loan",8,31,NA,NA,NA,NA,NA,99449.86,0,36.6716624309627,NA,"Married",30,29,NA,NA,92833.89,1,NA
NA,8,"Male",NA,"No loan",2,NA,NA,33,"Germany",NA,NA,NA,1,103.063369763955,NA,NA,44,990,623,1,NA,1,NA
NA,7,"Male","High School","Active loan",NA,NA,NA,38,"Germany",0,1,NA,1,68.8574105661896,NA,"Single",NA,1957,NA,0,NA,2,NA
NA,9,"Male",NA,"No loan",10,28,"Eames",59,"Germany",0,1,170705.53,1,55.9799891236444,"Mass Market","Married",NA,874,565,1,69129.59,1,NA
NA,3,NA,NA,"No loan",10,31,"Sullivan",NA,"Germany",NA,0,146573.66,0,96.8944722953608,"Mass Market",NA,64,1309,705,1,153469.26,3,NA
NA,7,"Female","High School",NA,9,NA,"Greece",NA,"Germany",0,1,NA,NA,116.002188082797,NA,"Married",44,1275,NA,NA,NA,1,NA
NA,NA,NA,NA,"Active loan",1,22,"Meng",NA,"Spain",1,NA,NA,NA,NA,"High Net Worth","Divorced",62,2224,579,0,NA,NA,NA
NA,6,"Female","Other","Default risk",NA,36,"Townsend",39,"Spain",3,1,NA,1,91.7019278994296,"High Net Worth",NA,NA,1605,NA,NA,0,2,NA
NA,4,"Male","High School","Active loan",6,46,"Matthews",44,"Spain",0,NA,12405.2,1,NA,"Affluent",NA,56,2480,504,0,113522.64,NA,NA
NA,8,"Female","High School","Active loan",6,31,"Findlay",35,"France",0,1,67508.01,1,159.244432199281,"Affluent","Single",55,1984,711,NA,NA,NA,NA
NA,5,NA,"University","No loan",8,NA,"Douglas",34,"France",NA,0,NA,0,NA,"Mass Market","Married",74,2987,479,1,117593.48,2,NA
NA,NA,NA,"University","No loan",NA,17,"Akubundu",30,NA,0,1,NA,NA,92.300435019799,NA,"Married",NA,507,608,1,0,2,NA
NA,9,"Male","High School",NA,6,26,NA,NA,NA,0,1,3769.71,1,NA,NA,NA,34,1888,850,0,102050.47,1,NA
NA,NA,"Male",NA,NA,5,35,"Barnes",38,"Spain",0,NA,4554.67,1,51.8916937568281,"Affluent","Single",73,1966,715,1,NA,NA,NA
NA,NA,NA,"Postgraduate","Active loan",7,32,"McGuirk",NA,NA,NA,1,NA,0,NA,"High Net Worth","Divorced",73,745,666,0,NA,2,NA
NA,NA,"Female","University",NA,NA,27,"Anenechukwu",NA,"France",0,1,161069.73,1,68.3782589884688,"Mass Market","Married",76,955,775,NA,108698.96,2,NA
NA,5,"Female",NA,NA,8,NA,"Downer",31,NA,0,NA,147963.07,0,NA,"Mass Market","Married",NA,1948,NA,1,0,1,NA
NA,5,"Male","High School","No loan",9,21,"Palerma",25,"Germany",0,NA,NA,NA,170.194275966945,"Affluent","Single",45,677,665,NA,153611.83,NA,NA
NA,NA,"Male","High School",NA,NA,34,"Lung",28,"France",0,1,NA,0,170.057642280115,NA,"Married",54,2243,675,1,0,1,NA
NA,0,"Male",NA,"Active loan",7,NA,"Gray",38,"Spain",0,NA,NA,0,NA,NA,"Single",65,819,592,0,NA,1,NA
NA,NA,NA,NA,NA,4,NA,NA,22,NA,0,1,144385.54,1,117.804308180762,"Affluent",NA,56,1070,NA,0,0,1,NA
NA,4,"Male",NA,"Active loan",5,21,"Olisaemeka",NA,"France",0,1,197372.13,0,111.388925951576,"Affluent","Single",52,2193,622,NA,NA,2,NA
NA,2,"Male","University",NA,NA,35,"Blair",34,"Germany",0,0,53512.16,1,216.091158546301,"Mass Market",NA,83,104,NA,1,40105.51,NA,NA
NA,NA,"Female",NA,"No loan",10,23,NA,40,NA,0,0,116951.1,1,34.6026363256748,"Mass Market","Married",44,1314,697,1,130334.35,2,NA
NA,NA,NA,"University","No loan",8,NA,NA,NA,"France",NA,NA,NA,1,NA,NA,"Married",NA,2686,712,NA,NA,NA,NA
NA,1,"Female","University","No loan",10,33,"Yeh",NA,NA,NA,1,28789.94,0,150.015842648605,"Mass Market","Married",66,1863,672,NA,35741.69,NA,NA
NA,1,"Male",NA,"No loan",8,27,NA,57,NA,0,1,56562.57,NA,NA,"Mass Market",NA,30,2456,664,1,0,NA,NA
NA,10,"Female","University","No loan",10,NA,"Forbes",NA,NA,0,NA,NA,1,120.20976749003,"Mass Market","Married",64,149,524,1,67238.98,2,NA
NA,NA,"Female",NA,"No loan",10,32,"Cook",47,"Spain",0,1,124694.99,0,NA,"Mass Market","Married",53,124,778,NA,127299.34,2,NA
NA,6,"Male","University",NA,NA,33,"Sergeyeva",25,NA,0,NA,NA,NA,NA,"Mass Market",NA,76,2491,743,NA,0,2,NA
NA,8,"Female",NA,NA,NA,33,NA,29,"France",0,0,NA,1,NA,"Mass Market","Married",57,1597,NA,1,0,2,NA
NA,NA,"Female","High School","Active loan",5,33,NA,60,"France",NA,1,147489.76,0,116.229485768746,NA,"Single",NA,932,678,1,NA,1,NA
NA,1,"Male",NA,NA,8,NA,"Zhdanov",NA,"France",0,0,NA,0,164.715750721745,NA,"Married",NA,2806,524,1,NA,1,NA
NA,6,"Male","High School","No loan",2,29,NA,29,"France",0,1,2797.27,1,172.088034926593,"Affluent","Single",76,991,466,1,0,2,NA
NA,3,"Female","High School","Active loan",4,NA,"He",34,NA,0,1,124226.16,1,154.744598519551,"Affluent","Single",73,35,758,0,0,2,NA
NA,NA,"Male","University",NA,8,31,"McKay",37,"France",NA,1,NA,1,NA,"Mass Market","Married",67,844,551,NA,0,2,NA
NA,6,"Male","University","No loan",9,39,NA,23,"France",NA,1,155823.2,1,NA,"Mass Market",NA,NA,2156,704,1,NA,NA,NA
NA,5,NA,NA,NA,NA,26,"Onuchukwu",31,NA,0,0,119996.95,NA,57.318500044671,"Affluent","Single",80,560,NA,NA,98108.79,1,NA
NA,4,NA,"High School","No loan",NA,23,NA,37,"Spain",0,1,109659.12,0,NA,NA,"Single",NA,2836,NA,1,88141.1,1,NA
NA,NA,"Female","University","No loan",NA,32,NA,36,"France",0,NA,190194.95,1,NA,"Mass Market",NA,57,2048,850,1,NA,2,NA
NA,NA,"Male","University",NA,10,NA,NA,30,NA,0,0,NA,NA,NA,"Mass Market",NA,62,2595,691,1,101231.77,NA,NA
NA,0,"Male","University","No loan",8,NA,"Holbrook",32,NA,NA,NA,20560.69,0,NA,"Mass Market","Married",47,1590,667,NA,103846.65,1,NA
NA,2,"Male",NA,"No loan",NA,NA,"Johnstone",38,"France",NA,NA,65632.33,1,159.062619172812,"Mass Market","Married",65,2708,781,1,117810.79,1,NA
NA,4,"Male",NA,"Active loan",6,39,"Wu",NA,"Germany",0,1,120834.48,0,142.204996982746,"Affluent",NA,NA,31,NA,0,NA,2,NA
NA,9,NA,"University",NA,8,NA,"Torres",48,"Germany",0,0,76373.38,0,611.352807998861,"Mass Market",NA,37,2592,671,NA,116711.06,NA,NA
NA,8,"Female","High School",NA,2,NA,"Yashina",32,"Germany",0,1,NA,NA,142.964489248788,"Affluent",NA,61,1295,497,1,111537.23,4,NA
NA,4,"Male",NA,NA,4,39,"Ashton",NA,"Germany",NA,0,NA,NA,77.28398058895,"Affluent","Single",NA,609,NA,0,NA,NA,NA
NA,1,NA,"High School","Active loan",NA,NA,NA,NA,"France",0,0,69263.1,1,81.5241548725648,"Affluent","Single",57,309,547,1,179380.74,2,NA
NA,10,NA,"University","No loan",10,30,NA,32,NA,0,1,86306.75,NA,75.4343990796205,NA,"Married",62,1230,779,NA,80728.15,1,NA
NA,10,NA,"High School","Active loan",5,34,"Eidson",47,"Germany",0,0,NA,NA,101.721072763918,"Affluent",NA,56,2257,723,1,NA,2,NA
NA,9,"Male",NA,NA,6,35,"Hung",NA,NA,NA,0,119782.89,NA,41.839138852983,"Affluent","Single",81,2687,802,0,115569.21,1,NA
NA,2,NA,"University","No loan",NA,29,"Milne",52,"France",NA,NA,NA,NA,NA,"Mass Market","Married",NA,744,NA,1,79468.96,1,NA
NA,4,"Female","University","No loan",9,NA,NA,NA,NA,0,NA,58442.25,NA,NA,"Mass Market","Married",NA,2829,689,NA,NA,NA,NA
NA,2,NA,NA,"Default risk",NA,38,"Aguirre",NA,"France",3,1,125451.01,NA,83.9119155414981,"High Net Worth","Widowed",NA,2920,627,NA,0,2,NA
NA,NA,NA,"University","No loan",8,30,"Capon",27,"France",0,0,NA,0,NA,"Mass Market",NA,62,1710,NA,NA,0,2,NA
NA,NA,"Female","Postgraduate",NA,3,37,NA,38,"Spain",NA,1,92797.23,1,64.5091971190655,"High Net Worth","Divorced",88,2276,490,NA,97266.1,NA,NA
NA,1,"Female","University","No loan",10,24,NA,41,NA,NA,1,236.45,0,158.850929078229,NA,NA,NA,445,NA,1,103560.57,1,NA
NA,7,"Male",NA,"No loan",9,NA,"Duncan",39,NA,NA,NA,174227.66,1,NA,"Affluent","Single",67,257,741,1,143637.58,NA,NA
NA,5,NA,"High School","No loan",NA,31,"Munro",50,"Germany",NA,1,NA,0,NA,"Affluent","Single",85,2364,NA,1,NA,1,NA
NA,NA,NA,"High School","Active loan",5,35,NA,54,"France",0,1,191212.63,NA,NA,"Affluent","Single",NA,858,688,NA,NA,1,NA
NA,10,"Female","University","No loan",8,26,"Bell",46,"Germany",0,1,166586.99,0,57.2843383927754,"Mass Market","Married",63,1261,710,1,NA,NA,NA
NA,5,NA,NA,"No loan",10,NA,"Ting",NA,"France",0,1,192867.4,NA,270.516772622406,"Mass Market","Married",55,1227,NA,1,NA,NA,NA
NA,NA,"Female","Postgraduate","Active loan",NA,NA,"Shih",31,NA,1,1,4466.21,1,183.224816252334,"High Net Worth","Divorced",NA,2139,850,0,130089.56,2,NA
NA,3,NA,"High School","Active loan",4,35,NA,NA,"France",0,NA,14353.43,1,126.360926906157,"Affluent",NA,71,140,542,0,135096.77,1,NA
NA,1,"Female","High School",NA,9,36,"Kovalev",33,"France",NA,NA,113580.79,1,295.387078340503,"Affluent",NA,NA,847,691,1,128306.83,1,NA
